Datetime (he),PV Gen (kW/rated kW),System Load (kW),EV fleet/1,Site Steam Thermal Load (MMBtu/hr),Site Hot Water Thermal Load (MMBtu/hr),Site Cooling Thermal Load (tons),Site Load (kW),FR Price ($/kW),DA Price ($/kWh),Reg Up Price ($/kW),Reg Down Price ($/kW),Deferral Load (kW),NSR Price ($/kW),SR Price ($/kW),RA Active (y/n),VAR Reservation (%),POI: Max Export (kW),POI: Max Import (kW),Aggregate Energy Max (kWh),Aggregate Energy Min (kWh),Critical Load (kW),Battery: Charge Min (kW)/1,Battery: Charge Max (kW)/1,Battery: Energy Max (kWh)/1,Battery: Energy Min (kWh)/1,Battery: Discharge Min (kW)/1,Battery: Discharge Max (kW)/1,FR Reg Up Max (kW),FR Reg Up Min (kW),FR Reg Down Max (kW),FR Reg Down Min (kW),SR Max (kW),SR Min (kW),NSR Max (kW),NSR Min (kW),LF Reg Up Max (kW),LF Reg Up Min (kW),LF Reg Down Max (kW),LF Reg Down Min (kW),LF Price ($/kW),LF Down Price ($/kW),LF Up Price ($/kW),LF Energy Option Up (kWh/kW-hr),LF Energy Option Down (kWh/kW-hr)
1/1/2017 1:00,0,4019.608554,40,0.160784342,0.643137369,12.8627474,0,0.01,32.141,32.141,32.141,7475,0,0,0,0,1900,-1900,9000,0,80.39217108,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 2:00,0,3738.652086,40,0.149546083,0.598184334,11.9636867,0,0.01,32.09331,32.09331,32.09331,7475,0,0,0,0,1900,-1900,9000,0,74.77304172,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 3:00,0,4054.570141,40,0.162182806,0.648731223,12.9746245,0,0.01,31.75182,31.75182,31.75182,7475,0,0,0,0,1900,-1900,9000,0,81.09140282,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 4:00,0,3703.137769,40,0.148125511,0.592502043,11.8500409,0,0.01,31.65485,31.65485,31.65485,7475,0,0,0,0,1900,-1900,9000,0,74.06275538,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 5:00,0,4141.420555,40,0.165656822,0.662627289,13.2525458,0,0.01,30.78625,30.78625,30.78625,7475,0,0,0,0,1900,-1900,9000,0,82.8284111,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 6:00,0,4050.901661,40,0.162036066,0.648144266,12.9628853,0,0.01,32.64,32.64,32.64,7475,0,0,0,0,1900,-1900,9000,0,81.01803322,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 7:00,0,4850.896901,40,0.194035876,0.776143504,15.5228701,0,0.01,34.63289,34.63289,34.63289,7475,0,0,0,0,1900,-1900,9000,0,97.01793802,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 8:00,0.078231,4429.817908,40,0.177192716,0.708770865,14.1754173,0,0.01,34.95474,34.95474,34.95474,7475,0,0,0,10,1900,-1900,9000,0,88.59635816,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 9:00,0.415964,4572.633046,40,0.182905322,0.731621287,14.6324258,0,0.01,29.70845,29.70845,29.70845,7475,0,0,0,10,1900,-1900,9000,0,91.45266092,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 10:00,0.69657,3900.506753,40,0.15602027,0.624081081,12.4816216,0,0.01,17.09308,17.09308,17.09308,7475,0,0,0,10,1900,-1900,9000,0,78.01013506,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 11:00,0.880665,3787.672133,40,0.151506885,0.606027541,12.1205508,0,0.01,9.23,9.23,9.23,7475,0,0,0,10,1900,-1900,9000,0,75.75344266,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 12:00,0.979825,3506.213565,40,0.140248543,0.56099417,11.2198834,0,0.01,4.78,4.78,4.78,7475,0,0,0,10,1900,-1900,9000,0,70.1242713,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 13:00,0.994815,3934.668053,40,0.157386722,0.629546889,12.5909378,0,0.01,3.0651,3.0651,3.0651,7475,0,0,0,10,1900,-1900,9000,0,78.69336106,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 14:00,0.76356,3647.279507,40,0.14589118,0.583564721,11.6712944,0,0.01,2.74629,2.74629,2.74629,7475,0,0,0,10,1900,-1900,9000,0,72.94559014,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 15:00,0.76163,4060.574644,40,0.162422986,0.649691943,12.9938389,0,0.01,8.15473,8.15473,8.15473,7475,0,0,0,10,1900,-1900,9000,0,81.21149288,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 16:00,0.52506,3672.233699,40,0.146889348,0.587557392,11.7511478,0,0.01,27.41489,27.41489,27.41489,7475,0,0,0,10,1900,-1900,9000,0,73.44467398,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 17:00,0.210031,4710.773492,40,0.18843094,0.753723759,15.0744752,0,0.01,36.04143,36.04143,36.04143,7475,0,0,0,10,1900,-1900,9000,0,94.21546984,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 18:00,0,4888.333553,40,0.195533342,0.782133369,15.6426674,0,0.01,50.59049,50.59049,50.59049,7475,0,0,0,0,1900,-1900,9000,0,97.76667106,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 19:00,0,5180.458057,40,0.207218322,0.828873289,16.5774658,0,0.01,51.07051,51.07051,51.07051,7475,0,0,0,0,1900,-1900,9000,0,103.6091611,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 20:00,0,4584.224275,40,0.183368971,0.733475884,14.6695177,0,0.01,45.38316,45.38316,45.38316,7475,0,0,0,0,1900,-1900,9000,0,91.6844855,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 21:00,0,4890.245882,40,0.195609835,0.782439341,15.6487868,0,0.01,40.96986,40.96986,40.96986,7475,0,0,0,0,1900,-1900,9000,0,97.80491764,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 22:00,0,4297.806113,40,0.171912245,0.687648978,13.7529796,0,0.01,43.56135,43.56135,43.56135,7475,0,0,0,0,1900,-1900,9000,0,85.95612226,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/1/2017 23:00,0,4356.664512,40,0.174266581,0.697066322,13.9413264,0,0.01,37.55981,37.55981,37.55981,7475,0,0,0,0,1900,-1900,9000,0,87.13329024,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 0:00,0,3781.996185,40,0.151279847,0.60511939,12.1023878,0,0.01,34.47645,34.47645,34.47645,7475,0,0,0,0,1900,-1900,9000,0,75.6399237,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 1:00,0,4460.599365,40,0.178423975,0.713695898,14.273918,0,0.01,31.14284,31.14284,31.14284,7475,0,0,0,0,1900,-1900,9000,0,89.2119873,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 2:00,0,4140.337189,40,0.165613488,0.66245395,13.249079,0,0.01,30.46592,30.46592,30.46592,7475,0,0,0,0,1900,-1900,9000,0,82.80674378,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 3:00,0,4441.120561,40,0.177644822,0.71057929,14.2115858,0,0.01,28.94514,28.94514,28.94514,7475,0,0,0,0,1900,-1900,9000,0,88.82241122,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 4:00,0,4124.243146,40,0.164969726,0.659878903,13.1975781,0,0.01,28.25863,28.25863,28.25863,7475,0,0,0,0,1900,-1900,9000,0,82.48486292,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 5:00,0,4542.13495,40,0.181685398,0.726741592,14.5348318,0,0.01,29.50415,29.50415,29.50415,7475,0,0,0,0,1900,-1900,9000,0,90.842699,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 6:00,0,4725.139159,40,0.189005566,0.756022265,15.1204453,0,0.01,32.90695,32.90695,32.90695,7475,0,0,0,0,1900,-1900,9000,0,94.50278318,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 7:00,0,6870.120292,40,0.274804812,1.099219246,21.9843849,0,0.01,34.38349,34.38349,34.38349,7475,0,0,0,0,1900,-1900,9000,0,137.4024058,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 8:00,0.077027,5235.845867,40,0.209433835,0.837735338,16.7547068,0,0.01,35.51462,35.51462,35.51462,7475,0,0,0,10,1900,-1900,9000,0,104.7169173,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 9:00,0.4210115,10537.25054,40,0.421490022,1.685960086,33.7192017,0,0.01,36.06786,36.06786,36.06786,7475,0,0,0,10,1900,-1900,9000,0,210.7450108,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 10:00,0.69586,10160.55551,40,0.40642222,1.625688882,32.5137776,0,0.01,33.04214,33.04214,33.04214,7475,0,0,0,10,1900,-1900,9000,0,203.2111102,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 11:00,0.87098,9652.977457,40,0.386119098,1.544476393,30.8895279,0,0.01,30.66526,30.66526,30.66526,7475,0,0,0,10,1900,-1900,9000,0,193.0595491,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 12:00,0.96287,9649.857414,40,0.385994297,1.543977186,30.8795437,0,0.01,30.52396,30.52396,30.52396,7475,0,0,0,10,1900,-1900,9000,0,192.9971483,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 13:00,0.973835,9156.603572,40,0.366264143,1.465056571,29.3011314,0,0.01,26.6848,26.6848,26.6848,7475,0,0,0,10,1900,-1900,9000,0,183.1320714,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 14:00,0.91635,9653.800974,40,0.386152039,1.544608156,30.8921631,0,0.01,27.51277,27.51277,27.51277,7475,0,0,0,10,1900,-1900,9000,0,193.0760195,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 15:00,0.7645,9644.672324,40,0.385786893,1.543147572,30.8629514,0,0.01,30.49402,30.49402,30.49402,7475,0,0,0,10,1900,-1900,9000,0,192.8934465,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 16:00,0.531875,9634.341,40,0.38537364,1.54149456,30.8298912,0,0.01,35,35,35,7475,0,0,0,10,1900,-1900,9000,0,192.68682,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 17:00,0.218492,10380.25356,40,0.415210142,1.66084057,33.2168114,0,0.01,41.19692,41.19692,41.19692,7475,0,0,0,10,1900,-1900,9000,0,207.6050712,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 18:00,0,9509.287646,40,0.380371506,1.521486023,30.4297205,0,0.01,53.94316,53.94316,53.94316,7475,0,0,0,0,1900,-1900,9000,0,190.1857529,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 19:00,0,7516.196098,40,0.300647844,1.202591376,24.0518275,0,0.01,56.2427,56.2427,56.2427,7475,0,0,0,0,1900,-1900,9000,0,150.323922,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 20:00,0,7271.314744,40,0.29085259,1.163410359,23.2682072,0,0.01,52.82185,52.82185,52.82185,7475,0,0,0,0,1900,-1900,9000,0,145.4262949,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 21:00,0,5777.047333,40,0.231081893,0.924327574,18.4865515,0,0.01,47.39492,47.39492,47.39492,7475,0,0,0,0,1900,-1900,9000,0,115.5409467,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 22:00,0,5532.016061,40,0.221280642,0.88512257,17.7024514,0,0.01,44.372,44.372,44.372,7475,0,0,0,0,1900,-1900,9000,0,110.6403212,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/2/2017 23:00,0,3493.568794,40,0.139742752,0.558971007,11.1794201,0,0.01,37.6714,37.6714,37.6714,7475,0,0,0,0,1900,-1900,9000,0,69.87137588,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 0:00,0,2999.921204,40,0.119996848,0.479987393,9.5997479,0,0.01,35.79555,35.79555,35.79555,7475,0,0,0,0,1900,-1900,9000,0,59.99842408,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 1:00,0,2877.699243,40,0.11510797,0.460431879,9.2086376,0,0.01,32.48679,32.48679,32.48679,7475,0,0,0,0,1900,-1900,9000,0,57.55398486,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 2:00,0,2877.699242,40,0.11510797,0.460431879,9.2086376,0,0.01,30.73023,30.73023,30.73023,7475,0,0,0,0,1900,-1900,9000,0,57.55398484,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 3:00,0,2877.699241,40,0.11510797,0.460431879,9.2086376,0,0.01,30.16759,30.16759,30.16759,7475,0,0,0,0,1900,-1900,9000,0,57.55398482,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 4:00,0,3296.18823,40,0.131847529,0.527390117,10.5478023,0,0.01,29.5104,29.5104,29.5104,7475,0,0,0,0,1900,-1900,9000,0,65.9237646,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 5:00,0,3317.411861,40,0.132696474,0.530785898,10.615718,0,0.01,30.43013,30.43013,30.43013,7475,0,0,0,0,1900,-1900,9000,0,66.34823722,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 6:00,0,3885.503706,40,0.155420148,0.621680593,12.4336119,0,0.01,35.68458,35.68458,35.68458,7475,0,0,0,0,1900,-1900,9000,0,77.71007412,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 7:00,0,7153.312754,40,0.28613251,1.144530041,22.8906008,0,0.01,47.4776,47.4776,47.4776,7475,0,0,0,0,1900,-1900,9000,0,143.0662551,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 8:00,0.083492,5178.231245,40,0.20712925,0.828516999,16.57034,0,0.01,54.25481,54.25481,54.25481,7475,0,0,0,10,1900,-1900,9000,0,103.5646249,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 9:00,0.4431325,10485.3149,40,0.419412596,1.677650384,33.5530077,0,0.01,46.06994,46.06994,46.06994,7475,0,0,0,10,1900,-1900,9000,0,209.706298,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 10:00,0.73185,11530.08257,40,0.461203303,1.844813211,36.8962642,0,0.01,40.5139,40.5139,40.5139,7475,0,0,0,10,1900,-1900,9000,0,230.6016514,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 11:00,0.907485,10509.75447,40,0.420390179,1.681560715,33.6312143,0,0.01,37.25872,37.25872,37.25872,7475,0,0,0,10,1900,-1900,9000,0,210.1950894,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 12:00,0.999565,10647.93818,40,0.425917527,1.703670109,34.0734022,0,0.01,34.66882,34.66882,34.66882,7475,0,0,0,10,1900,-1900,9000,0,212.9587636,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 13:00,1,10071.76693,40,0.402870677,1.611482709,32.2296542,0,0.01,31.94362,31.94362,31.94362,7475,0,0,0,10,1900,-1900,9000,0,201.4353386,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 14:00,0.92927,10447.42639,40,0.417897056,1.671588222,33.4317644,0,0.01,34.14366,34.14366,34.14366,7475,0,0,0,10,1900,-1900,9000,0,208.9485278,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 15:00,0.779165,10483.28477,40,0.419331391,1.677325563,33.5465113,0,0.01,38.10801,38.10801,38.10801,7475,0,0,0,10,1900,-1900,9000,0,209.6656954,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 16:00,0.3629575,10414.67283,40,0.416586913,1.666347653,33.3269531,0,0.01,40.63462,40.63462,40.63462,7475,0,0,0,10,1900,-1900,9000,0,208.2934566,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 17:00,0.231256,11061.85739,40,0.442474296,1.769897182,35.3979436,0,0.01,52.38117,52.38117,52.38117,7475,0,0,0,10,1900,-1900,9000,0,221.2371478,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 18:00,0,10188.03518,40,0.407521407,1.630085629,32.6017126,0,0.01,62.64,62.64,62.64,7475,0,0,0,0,1900,-1900,9000,0,203.7607036,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 19:00,0,8169.457533,40,0.326778301,1.307113206,26.1422641,0,0.01,65.6823,65.6823,65.6823,7475,0,0,0,0,1900,-1900,9000,0,163.3891507,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 20:00,0,7472.412671,40,0.298896507,1.195586027,23.9117205,0,0.01,55.85,55.85,55.85,7475,0,0,0,0,1900,-1900,9000,0,149.4482534,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 21:00,0,5769.584081,40,0.230783363,0.923133453,18.4626691,0,0.01,53.88402,53.88402,53.88402,7475,0,0,0,0,1900,-1900,9000,0,115.3916816,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 22:00,0,5525.543294,40,0.221021732,0.884086927,17.6817385,0,0.01,47.26312,47.26312,47.26312,7475,0,0,0,0,1900,-1900,9000,0,110.5108659,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/3/2017 23:00,0,3493.568812,40,0.139742753,0.55897101,11.1794202,0,0.01,40.28186,40.28186,40.28186,7475,0,0,0,0,1900,-1900,9000,0,69.87137624,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 0:00,0,2999.921219,40,0.119996849,0.479987395,9.5997479,0,0.01,36.98879,36.98879,36.98879,7475,0,0,0,0,1900,-1900,9000,0,59.99842438,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 1:00,0,2877.699257,40,0.11510797,0.460431881,9.2086376,0,0.01,29.10839,29.10839,29.10839,7475,0,0,0,0,1900,-1900,9000,0,57.55398514,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 2:00,0,2877.699258,40,0.11510797,0.460431881,9.2086376,0,0.01,28.67078,28.67078,28.67078,7475,0,0,0,0,1900,-1900,9000,0,57.55398516,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 3:00,0,2877.69926,40,0.11510797,0.460431882,9.2086376,0,0.01,28.07981,28.07981,28.07981,7475,0,0,0,0,1900,-1900,9000,0,57.5539852,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 4:00,0,2877.69926,40,0.11510797,0.460431882,9.2086376,0,0.01,27.07101,27.07101,27.07101,7475,0,0,0,0,1900,-1900,9000,0,57.5539852,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 5:00,0,3282.668825,40,0.131306753,0.525227012,10.5045402,0,0.01,28.6839,28.6839,28.6839,7475,0,0,0,0,1900,-1900,9000,0,65.6533765,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 6:00,0,3850.482687,40,0.154019308,0.61607723,12.3215446,0,0.01,36.9156,36.9156,36.9156,7475,0,0,0,0,1900,-1900,9000,0,77.00965374,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 7:00,0,6920.366096,40,0.276814644,1.107258575,22.1451715,0,0.01,42.23654,42.23654,42.23654,7475,0,0,0,0,1900,-1900,9000,0,138.4073219,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 8:00,0.082339,5182.810308,40,0.207312412,0.82924965,16.584993,0,0.01,46.47642,46.47642,46.47642,7475,0,0,0,10,1900,-1900,9000,0,103.6562062,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 9:00,0.4319505,10490.86554,40,0.419634622,1.678538486,33.5707697,0,0.01,40.04254,40.04254,40.04254,7475,0,0,0,10,1900,-1900,9000,0,209.8173108,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 10:00,0.701395,10122.77868,40,0.404911147,1.619644589,32.3928918,0,0.01,36.1364,36.1364,36.1364,7475,0,0,0,10,1900,-1900,9000,0,202.4555736,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 11:00,0.87049,9634.080148,40,0.385363206,1.541452824,30.8290565,0,0.01,34.80998,34.80998,34.80998,7475,0,0,0,10,1900,-1900,9000,0,192.681603,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 12:00,0.954445,9633.557944,40,0.385342318,1.541369271,30.8273854,0,0.01,32.82721,32.82721,32.82721,7475,0,0,0,10,1900,-1900,9000,0,192.6711589,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 13:00,0.933355,9134.176026,40,0.365367041,1.461468164,29.2293633,0,0.01,27.27671,27.27671,27.27671,7475,0,0,0,10,1900,-1900,9000,0,182.6835205,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 14:00,0.871585,9631.231593,40,0.385249264,1.540997055,30.8199411,0,0.01,30.53334,30.53334,30.53334,7475,0,0,0,10,1900,-1900,9000,0,192.6246319,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 15:00,0.7364,9630.51557,40,0.385220623,1.540882491,30.8176498,0,0.01,33.5615,33.5615,33.5615,7475,0,0,0,10,1900,-1900,9000,0,192.6103114,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 16:00,0.52269,9630.479886,40,0.385219195,1.540876782,30.8175356,0,0.01,38.24504,38.24504,38.24504,7475,0,0,0,10,1900,-1900,9000,0,192.6095977,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 17:00,0.227675,10375.97292,40,0.415038917,1.660155667,33.2031133,0,0.01,43.17972,43.17972,43.17972,7475,0,0,0,10,1900,-1900,9000,0,207.5194584,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 18:00,0,9504.626361,40,0.380185054,1.520740218,30.4148044,0,0.01,53.36985,53.36985,53.36985,7475,0,0,0,0,1900,-1900,9000,0,190.0925272,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 19:00,0,7512.091289,40,0.300483652,1.201934606,24.0386921,0,0.01,53.07194,53.07194,53.07194,7475,0,0,0,0,1900,-1900,9000,0,150.2418258,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 20:00,0,7268.52116,40,0.290740846,1.162963386,23.2592677,0,0.01,46.89671,46.89671,46.89671,7475,0,0,0,0,1900,-1900,9000,0,145.3704232,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 21:00,0,5775.059426,40,0.231002377,0.924009508,18.4801902,0,0.01,43.97157,43.97157,43.97157,7475,0,0,0,0,1900,-1900,9000,0,115.5011885,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 22:00,0,5532.410298,40,0.221296412,0.885185648,17.703713,0,0.01,40.8299,40.8299,40.8299,7475,0,0,0,0,1900,-1900,9000,0,110.648206,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/4/2017 23:00,0,3493.568829,40,0.139742753,0.558971013,11.1794203,0,0.01,37.67564,37.67564,37.67564,7475,0,0,0,0,1900,-1900,9000,0,69.87137658,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/5/2017 0:00,0,2999.921237,40,0.11999685,0.479987398,9.599748,0,0.01,35.91017,35.91017,35.91017,7475,0,0,0,0,1900,-1900,9000,0,59.99842474,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/5/2017 1:00,0,2960.737028,40,0.118429481,0.473717925,9.4743585,0,0.01,29.76888,29.76888,29.76888,7475,0,0,0,0,1900,-1900,9000,0,59.21474056,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/5/2017 2:00,0,3267.968885,40,0.130718755,0.522875022,10.4575004,0,0.01,28.18162,28.18162,28.18162,7475,0,0,0,0,1900,-1900,9000,0,65.3593777,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/5/2017 3:00,0,3176.468078,40,0.127058723,0.508234893,10.1646979,0,0.01,27.43728,27.43728,27.43728,7475,0,0,0,0,1900,-1900,9000,0,63.52936156,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/5/2017 4:00,0,3249.516693,40,0.129980668,0.519922671,10.3984534,0,0.01,27.41202,27.41202,27.41202,7475,0,0,0,0,1900,-1900,9000,0,64.99033386,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/5/2017 5:00,0,3221.505511,40,0.12886022,0.515440882,10.3088176,0,0.01,28.38246,28.38246,28.38246,7475,0,0,0,0,1900,-1900,9000,0,64.43011022,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/5/2017 6:00,0,3795.955099,40,0.151838204,0.607352816,12.1470563,0,0.01,35.64766,35.64766,35.64766,7475,0,0,0,0,1900,-1900,9000,0,75.91910198,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/5/2017 7:00,0,6960.611256,40,0.27842445,1.113697801,22.273956,0,0.01,40.92072,40.92072,40.92072,7475,0,0,0,0,1900,-1900,9000,0,139.2122251,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/5/2017 8:00,0.0673575,5199.778727,40,0.207991149,0.831964596,16.6392919,0,0.01,42.66624,42.66624,42.66624,7475,0,0,0,10,1900,-1900,9000,0,103.9955745,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/5/2017 9:00,0.417067,10506.26531,40,0.420250612,1.68100245,33.620049,0,0.01,40.10763,40.10763,40.10763,7475,0,0,0,10,1900,-1900,9000,0,210.1253062,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
1/5/2017 10:00,0.690355,10137.294,40,0.40549176,1.62196704,32.4393408,0,0.01,37.33293,37.33293,37.33293,7475,0,0,0,10,1900,-1900,9000,0,202.74588,,,,,,,100,0,50,0,75,0,150,0,100,0,50,0,0,,,,
