Datetime (he),PV Gen (kW/rated kW),System Load (kW),EV fleet/1,Site Steam Thermal Load (MMBtu/hr),Site Hot Water Thermal Load (MMBtu/hr),Site Cooling Thermal Load (tons),Site Load (kW),FR Price ($/kW),DA Price ($/kWh),Reg Up Price ($/kW),Reg Down Price ($/kW),Deferral Load (kW),NSR Price ($/kW),SR Price ($/kW),RA Active (y/n),VAR Reservation (%),POI: Export Max (kW),POI: Import Max (kW),Aggregate Energy Max (kWh),Aggregate Energy Min (kWh),Critical Load (kW),Battery: Charge Min (kW)/1,Battery: Charge Max (kW)/1,Battery: Energy Max (kWh)/1,Battery: Energy Min (kWh)/1,Battery: Discharge Min (kW)/1,Battery: Discharge Max (kW)/1,FR Reg Up Max (kW),FR Reg Up Min (kW),FR Reg Down Max (kW),FR Reg Down Min (kW),SR Max (kW),SR Min (kW),NSR Max (kW),NSR Min (kW),LF Reg Up Max (kW),LF Reg Up Min (kW),LF Reg Down Max (kW),LF Reg Down Min (kW),LF Down Price ($/kW),LF Price ($/kW),LF Up Price ($/kW),LF Energy Option Up (kWh/kW-hr),LF Energy Option Down (kWh/kW-hr)
1/1/2017 1:00,0,0,0,0.160784342,0.643137369,12.8627474,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 2:00,0,0,0,0.149546083,0.598184334,11.9636867,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 3:00,0,0,0,0.162182806,0.648731223,12.9746245,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 4:00,0,0,0,0.148125511,0.592502043,11.8500409,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 5:00,0,0,0,0.165656822,0.662627289,13.2525458,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 6:00,0,0,0,0.162036066,0.648144266,12.9628853,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 7:00,0,0,0,0.194035876,0.776143504,15.5228701,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 8:00,0,0,0,0.177192716,0.708770865,14.1754173,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 9:00,0,0,0,0.182905322,0.731621287,14.6324258,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 10:00,0,0,0,0.15602027,0.624081081,12.4816216,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 11:00,0,0,0,0.151506885,0.606027541,12.1205508,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 12:00,0,0,0,0.140248543,0.56099417,11.2198834,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 13:00,0,0,0,0.157386722,0.629546889,12.5909378,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 14:00,0,0,0,0.14589118,0.583564721,11.6712944,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 15:00,0,0,0,0.162422986,0.649691943,12.9938389,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 16:00,0,0,0,0.146889348,0.587557392,11.7511478,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 17:00,0,0,0,0.18843094,0.753723759,15.0744752,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 18:00,0,0,0,0.195533342,0.782133369,15.6426674,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 19:00,0,0,0,0.207218322,0.828873289,16.5774658,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 20:00,0,0,0,0.183368971,0.733475884,14.6695177,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 21:00,0,0,0,0.195609835,0.782439341,15.6487868,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 22:00,0,0,0,0.171912245,0.687648978,13.7529796,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017 23:00,0,0,0,0.174266581,0.697066322,13.9413264,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 0:00,0,0,0,0.151279847,0.60511939,12.1023878,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 1:00,0,0,0,0.178423975,0.713695898,14.273918,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 2:00,0,0,0,0.165613488,0.66245395,13.249079,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 3:00,0,0,0,0.177644822,0.71057929,14.2115858,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 4:00,0,0,0,0.164969726,0.659878903,13.1975781,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 5:00,0,0,0,0.181685398,0.726741592,14.5348318,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 6:00,0,0,0,0.189005566,0.756022265,15.1204453,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 7:00,0,0,0,0.274804812,1.099219246,21.9843849,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 8:00,0,0,0,0.209433835,0.837735338,16.7547068,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 9:00,0,0,0,0.421490022,1.685960086,33.7192017,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 10:00,0,0,0,0.40642222,1.625688882,32.5137776,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 11:00,0,0,0,0.386119098,1.544476393,30.8895279,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 12:00,0,0,0,0.385994297,1.543977186,30.8795437,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 13:00,0,0,0,0.366264143,1.465056571,29.3011314,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 14:00,0,0,0,0.386152039,1.544608156,30.8921631,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 15:00,0,0,0,0.385786893,1.543147572,30.8629514,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 16:00,0,0,0,0.38537364,1.54149456,30.8298912,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 17:00,0,0,0,0.415210142,1.66084057,33.2168114,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 18:00,0,0,0,0.380371506,1.521486023,30.4297205,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 19:00,0,0,0,0.300647844,1.202591376,24.0518275,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 20:00,0,0,0,0.29085259,1.163410359,23.2682072,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 21:00,0,0,0,0.231081893,0.924327574,18.4865515,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 22:00,0,0,0,0.221280642,0.88512257,17.7024514,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2017 23:00,0,0,0,0.139742752,0.558971007,11.1794201,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 0:00,0,0,0,0.119996848,0.479987393,9.5997479,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 1:00,0,0,0,0.11510797,0.460431879,9.2086376,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 2:00,0,0,0,0.11510797,0.460431879,9.2086376,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 3:00,0,0,0,0.11510797,0.460431879,9.2086376,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 4:00,0,0,0,0.131847529,0.527390117,10.5478023,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 5:00,0,0,0,0.132696474,0.530785898,10.615718,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 6:00,0,0,0,0.155420148,0.621680593,12.4336119,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 7:00,0,0,0,0.28613251,1.144530041,22.8906008,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 8:00,0,0,0,0.20712925,0.828516999,16.57034,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 9:00,0,0,0,0.419412596,1.677650384,33.5530077,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 10:00,0,0,0,0.461203303,1.844813211,36.8962642,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 11:00,0,0,0,0.420390179,1.681560715,33.6312143,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 12:00,0,0,0,0.425917527,1.703670109,34.0734022,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 13:00,0,0,0,0.402870677,1.611482709,32.2296542,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 14:00,0,0,0,0.417897056,1.671588222,33.4317644,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 15:00,0,0,0,0.419331391,1.677325563,33.5465113,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 16:00,0,0,0,0.416586913,1.666347653,33.3269531,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 17:00,0,0,0,0.442474296,1.769897182,35.3979436,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 18:00,0,0,0,0.407521407,1.630085629,32.6017126,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 19:00,0,0,0,0.326778301,1.307113206,26.1422641,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 20:00,0,0,0,0.298896507,1.195586027,23.9117205,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 21:00,0,0,0,0.230783363,0.923133453,18.4626691,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 22:00,0,0,0,0.221021732,0.884086927,17.6817385,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2017 23:00,0,0,0,0.139742753,0.55897101,11.1794202,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 0:00,0,0,0,0.119996849,0.479987395,9.5997479,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 1:00,0,0,0,0.11510797,0.460431881,9.2086376,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 2:00,0,0,0,0.11510797,0.460431881,9.2086376,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 3:00,0,0,0,0.11510797,0.460431882,9.2086376,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 4:00,0,0,0,0.11510797,0.460431882,9.2086376,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 5:00,0,0,0,0.131306753,0.525227012,10.5045402,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 6:00,0,0,0,0.154019308,0.61607723,12.3215446,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 7:00,0,0,0,0.276814644,1.107258575,22.1451715,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 8:00,0,0,0,0.207312412,0.82924965,16.584993,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 9:00,0,0,0,0.419634622,1.678538486,33.5707697,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 10:00,0,0,0,0.404911147,1.619644589,32.3928918,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 11:00,0,0,0,0.385363206,1.541452824,30.8290565,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 12:00,0,0,0,0.385342318,1.541369271,30.8273854,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 13:00,0,0,0,0.365367041,1.461468164,29.2293633,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 14:00,0,0,0,0.385249264,1.540997055,30.8199411,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 15:00,0,0,0,0.385220623,1.540882491,30.8176498,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 16:00,0,0,0,0.385219195,1.540876782,30.8175356,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 17:00,0,0,0,0.415038917,1.660155667,33.2031133,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 18:00,0,0,0,0.380185054,1.520740218,30.4148044,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 19:00,0,0,0,0.300483652,1.201934606,24.0386921,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 20:00,0,0,0,0.290740846,1.162963386,23.2592677,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 21:00,0,0,0,0.231002377,0.924009508,18.4801902,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 22:00,0,0,0,0.221296412,0.885185648,17.703713,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2017 23:00,0,0,0,0.139742753,0.558971013,11.1794203,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 0:00,0,0,0,0.11999685,0.479987398,9.599748,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 1:00,0,0,0,0.118429481,0.473717925,9.4743585,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 2:00,0,0,0,0.130718755,0.522875022,10.4575004,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 3:00,0,0,0,0.127058723,0.508234893,10.1646979,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 4:00,0,0,0,0.129980668,0.519922671,10.3984534,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 5:00,0,0,0,0.12886022,0.515440882,10.3088176,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 6:00,0,0,0,0.151838204,0.607352816,12.1470563,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 7:00,0,0,0,0.27842445,1.113697801,22.273956,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 8:00,0,0,0,0.207991149,0.831964596,16.6392919,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 9:00,0,0,0,0.420250612,1.68100245,33.620049,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 10:00,0,0,0,0.40549176,1.62196704,32.4393408,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 11:00,0,0,0,0.385898417,1.543593666,30.8718733,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 12:00,0,0,0,0.38583599,1.543343959,30.8668792,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 13:00,0,0,0,0.365952889,1.463811558,29.2762312,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 14:00,0,0,0,0.385894944,1.543579774,30.8715955,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 15:00,0,0,0,0.385585988,1.542343954,30.8468791,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 16:00,0,0,0,0.385429828,1.541719312,30.8343862,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 17:00,0,0,0,0.41522348,1.660893922,33.2178784,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 18:00,0,0,0,0.380439392,1.521757568,30.4351514,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 19:00,0,0,0,0.300805714,1.203222854,24.0644571,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 20:00,0,0,0,0.291054123,1.164216491,23.2843298,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 21:00,0,0,0,0.231363357,0.92545343,18.5090686,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 22:00,0,0,0,0.22174085,0.886963402,17.739268,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2017 23:00,0,0,0,0.139742754,0.558971015,11.1794203,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2017 0:00,0,0,0,0.11999685,0.4799874,9.599748,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2017 1:00,0,0,0,0.128632977,0.514531909,10.2906382,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2017 2:00,0,0,0,0.125722199,0.502888797,10.0577759,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2017 3:00,0,0,0,0.124979021,0.499916084,9.9983217,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2017 4:00,0,0,0,0.118377763,0.473511051,9.470221,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2017 5:00,0,0,0,0.120792486,0.483169945,9.6633989,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2017 6:00,0,0,0,0.159377624,0.637510496,12.7502099,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2017 7:00,0,0,0,0.27995927,1.119837078,22.3967416,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
